-330,-80,-225
-340,-80,-235
-330,-90,-235
-330,-70,-225
-340,-70,-235
-330,-60,-235
-330,90,-225
-340,90,-235
-330,80,-235
-330,100,-225
-340,100,-235
-330,110,-235
-320,-80,-225
-320,-90,-235
-320,-70,-225
-320,-60,-225
-320,-50,-235
-320,80,-225
-320,70,-235
-320,90,-225
-320,100,-225
-320,110,-235
-310,-80,-225
-310,-90,-235
-310,-70,-225
-310,-60,-225
-310,-50,-235
-310,80,-225
-310,70,-235
-310,90,-225
-310,100,-225
-310,110,-235
-300,-90,-225
-300,-100,-235
-300,-80,-225
-300,-70,-225
-300,-60,-225
-300,-50,-235
-300,80,-225
-300,70,-235
-300,90,-225
-300,100,-225
-300,110,-225
-300,120,-235
-290,-90,-225
-290,-100,-235
-290,-80,-225
-290,-70,-225
-290,-60,-225
-290,-50,-235
-290,80,-225
-290,70,-235
-290,90,-225
-290,100,-225
-290,110,-225
-290,120,-235
-280,-90,-225
-280,-100,-235
-280,-80,-225
-280,-70,-225
-280,-60,-235
-280,80,-225
-280,70,-235
-280,90,-225
-280,100,-225
-280,110,-225
-280,120,-235
-270,-90,-225
-270,-100,-235
-270,-80,-225
-270,-70,-225
-270,-60,-235
-270,80,-235
-270,90,-225
-270,100,-225
-270,110,-225
-270,120,-235
-260,-90,-225
-260,-100,-235
-260,-80,-225
-260,-70,-235
-260,90,-235
-260,100,-225
-260,110,-225
-260,120,-235
-250,-100,-225
-250,-110,-235
-250,-90,-225
-250,-80,-225
-250,-70,-235
-250,100,-225
-250,90,-235
-250,110,-225
-250,120,-235
-240,-100,-225
-240,-110,-235
-240,-90,-235
-240,-80,-235
-240,100,-235
-240,110,-235
-240,120,-225
-240,130,-235
-230,-100,-235
-230,120,-235
-330,-90,-245
-340,-80,-245
-340,-70,-245
-340,-60,-245
-330,-50,-235
-340,-50,-245
-330,-40,-235
-340,-40,-245
-330,-30,-245
-330,60,-235
-340,60,-245
-330,50,-245
-330,70,-235
-340,70,-245
-340,80,-245
-340,90,-245
-340,100,-245
-330,110,-245
-320,-100,-245
-320,-40,-235
-320,-30,-245
-320,60,-235
-320,50,-245
-320,110,-245
-310,-100,-245
-310,-40,-245
-310,60,-245
-310,120,-245
-300,-100,-245
-300,-40,-245
-300,60,-245
-300,120,-245
-290,-100,-245
-290,-40,-245
-290,60,-245
-290,120,-245
-280,-100,-245
-280,-50,-245
-280,70,-245
-280,120,-245
-270,-110,-245
-270,-50,-245
-270,70,-245
-270,120,-245
-260,-110,-245
-260,-60,-245
-260,80,-245
-260,130,-245
-250,-110,-245
-250,-70,-245
-250,90,-245
-250,130,-245
-240,-110,-245
-240,-70,-245
-240,90,-245
-240,130,-245
-230,-110,-245
-230,-90,-235
-230,-80,-245
-230,100,-245
-230,110,-235
-230,130,-245
-220,-100,-235
-220,-110,-245
-220,-90,-245
-220,110,-245
-220,120,-235
-220,130,-245
-210,-100,-245
-210,120,-245
-340,-90,-255
-330,-100,-255
-340,-80,-255
-340,-70,-255
-340,-60,-255
-340,-50,-255
-340,-40,-255
-330,-30,-255
-330,50,-255
-340,60,-255
-340,70,-255
-340,80,-255
-340,90,-255
-340,100,-255
-340,110,-255
-330,120,-255
-320,-100,-255
-320,-30,-255
-320,50,-255
-320,120,-255
-310,-100,-255
-310,-30,-255
-310,50,-255
-310,120,-255
-300,-100,-255
-300,-30,-255
-300,50,-255
-300,120,-255
-290,-100,-255
-290,-40,-255
-290,60,-255
-290,120,-255
-280,-110,-255
-280,-40,-255
-280,60,-255
-280,120,-255
-270,-110,-255
-270,-50,-255
-270,70,-255
-270,130,-255
-260,-110,-255
-260,-60,-255
-260,70,-255
-260,130,-255
-250,-110,-255
-250,-60,-255
-250,80,-255
-250,130,-255
-240,-110,-255
-240,-70,-255
-240,90,-255
-240,130,-255
-230,-110,-255
-230,-80,-255
-230,90,-255
-230,130,-255
-220,-120,-255
-220,-80,-255
-220,100,-255
-220,130,-255
-210,-110,-245
-210,-120,-255
-210,-90,-255
-210,110,-255
-210,130,-245
-210,140,-255
-200,-110,-245
-200,-120,-255
-200,-100,-255
-200,120,-255
-200,130,-245
-200,140,-255
-190,-110,-255
-190,130,-255
-330,-90,-265
-330,-80,-265
-330,-70,-265
-330,-60,-265
-330,-50,-265
-340,-40,-265
-330,-30,-265
-330,50,-265
-340,60,-265
-330,70,-265
-330,80,-265
-330,90,-265
-330,100,-265
-330,110,-265
-320,-100,-265
-320,-30,-265
-320,50,-265
-320,120,-265
-310,-100,-265
-310,-30,-265
-310,50,-265
-310,120,-265
-300,-100,-265
-300,-30,-265
-300,50,-265
-300,120,-265
-290,-100,-265
-290,-30,-265
-290,50,-265
-290,120,-265
