-330,-20,-215
-340,-20,-225
-330,-30,-225
-330,-10,-215
-340,-10,-225
-330,0,-225
-330,30,-215
-340,30,-225
-330,20,-225
-330,40,-215
-340,40,-225
-330,50,-225
-320,-20,-215
-320,-30,-225
-320,-10,-215
-320,0,-225
-320,30,-215
-320,20,-225
-320,40,-215
-320,50,-225
-310,-30,-215
-310,-40,-225
-310,-20,-225
-310,-10,-225
-310,30,-225
-310,40,-225
-310,50,-215
-310,60,-225
-300,-40,-215
-300,-50,-225
-300,-30,-225
-300,50,-225
-300,60,-215
-300,70,-225
-290,-40,-225
-290,60,-225
-330,-30,-235
-340,-20,-235
-340,-10,-235
-330,0,-235
-330,20,-235
-340,30,-235
-340,40,-235
-330,50,-235
-320,-30,-235
-320,10,-235
-320,50,-235
-310,-40,-235
-310,0,-225
-310,10,-235
-310,20,-225
-310,60,-235
-300,-40,-235
-300,-20,-225
-300,-10,-225
-300,0,-225
-300,10,-225
-300,20,-225
-300,30,-225
-300,40,-225
-300,60,-235
-290,-50,-235
-290,-30,-225
-290,-20,-225
-290,-10,-235
-290,0,-235
-290,10,-235
-290,20,-235
-290,30,-235
-290,40,-225
-290,50,-225
-290,70,-235
-280,-60,-225
-290,-60,-235
-280,-70,-235
-280,-50,-225
-280,-40,-225
-280,-30,-235
-280,-20,-235
-280,40,-235
-280,50,-225
-280,60,-225
-280,70,-225
-280,80,-235
-270,-60,-235
-270,-50,-225
-270,-40,-235
-270,50,-235
-270,60,-235
-270,70,-225
-270,80,-235
-260,-60,-225
-260,-70,-235
-260,-50,-235
-260,70,-235
-260,80,-225
-260,90,-235
-250,-70,-225
-250,-80,-235
-250,-60,-235
-250,80,-235
-250,90,-225
-250,100,-235
-240,-80,-225
-240,-90,-235
-240,-70,-235
-240,90,-235
-230,-80,-235
-330,-30,-245
-340,-20,-245
-340,-10,-245
-330,0,-245
-330,20,-245
-340,30,-245
-340,40,-245
-330,50,-245
-320,-40,-245
-320,10,-245
-320,60,-245
-310,-50,-245
-310,10,-245
-310,70,-245
-300,-50,-245
-300,70,-245
-290,-50,-245
-290,70,-245
-280,-60,-245
-280,-10,-235
-280,0,-235
-280,10,-235
-280,20,-235
-280,30,-235
-280,80,-245
-270,-60,-245
-270,-30,-235
-270,-20,-235
-270,-10,-245
-270,0,-245
-270,10,-245
-270,20,-245
-270,30,-245
-270,40,-235
-270,80,-245
-260,-70,-245
-260,-40,-235
-260,-30,-245
-260,-20,-245
-260,40,-245
-260,50,-245
-260,60,-235
-260,90,-245
-250,-80,-245
-250,-50,-235
-250,-40,-245
-250,60,-245
-250,70,-235
-250,100,-245
-240,-80,-245
-240,-60,-245
-240,-50,-245
-240,70,-245
-240,80,-245
-240,100,-245
-230,-90,-245
-230,-70,-245
-230,90,-245
-230,100,-235
-230,110,-245
-220,-90,-235
-220,-100,-245
